frame,time_s,side,shoulder_elev,elbow_flex
2297,76.5667,right,-68.55,111.68
2298,76.6,right,-68.3,111.61
2299,76.6333,right,-70.1,111.36
2300,76.6667,right,-70.68,111.5
2301,76.7,right,-71.54,110.52
2302,76.7333,right,-70.5,110.93
2303,76.7667,right,-69.07,111.09
2304,76.8,right,-68.88,110.74
2305,76.8333,right,-68.64,110.63
2306,76.8667,right,-68.6,110.53
2307,76.9,right,-68.02,110.8
2308,76.9333,right,-69.77,110.15
2309,76.9667,right,-70.04,111.28
2310,77.0,right,-70.23,111.31
2311,77.0333,right,-69.0,111.99
2312,77.0667,right,-68.96,112.2
2313,77.1,right,-68.85,111.81
2314,77.1333,right,-70.12,111.12
2315,77.1667,right,-70.83,112.12
2316,77.2,right,-70.76,114.11
2317,77.2333,right,-70.62,116.67
2318,77.2667,right,-68.11,119.64
2319,77.3,right,-67.13,119.12
2320,77.3333,right,-67.16,120.41
2321,77.3667,right,-65.94,118.28
2322,77.4,right,-66.24,118.07
2323,77.4333,right,-66.17,118.41
2324,77.4667,right,-65.99,117.58
2325,77.5,right,-66.51,117.27
2326,77.5333,right,-66.64,114.77
2327,77.5667,right,-65.65,111.44
2328,77.6,right,-64.72,107.11
2329,77.6333,right,-62.25,104.51
2330,77.6667,right,-62.23,102.29
2331,77.7,right,-61.0,100.15
2332,77.7333,right,-60.88,96.71
2333,77.7667,right,-61.11,93.66
2334,77.8,right,-59.87,92.34
2335,77.8333,right,-59.93,89.71
2336,77.8667,right,-60.18,87.19
2337,77.9,right,-59.32,85.73
2338,77.9333,right,-59.58,86.75
2339,77.9667,right,-60.0,86.92
2340,78.0,right,-59.81,86.03
2341,78.0333,right,-72.37,76.03
2342,78.0667,right,-78.62,79.38
2343,78.1,right,-76.31,82.31
2344,78.1333,right,-74.49,85.16
2345,78.1667,right,-72.64,90.4
2346,78.2,right,-69.0,94.3
2347,78.2333,right,-69.57,94.32
2348,78.2667,right,-70.31,93.68
2349,78.3,right,-70.52,93.46
2350,78.3333,right,-69.43,91.94
2351,78.3667,right,-69.8,87.47
2352,78.4,right,-70.09,84.13
2353,78.4333,right,-68.73,83.77
2354,78.4667,right,-69.28,81.7
2355,78.5,right,-69.68,80.88
2356,78.5333,right,-69.62,80.76
2357,78.5667,right,-69.18,81.13
2358,78.6,right,-68.48,82.8
2359,78.6333,right,-69.42,81.48
2360,78.6667,right,-70.49,78.56
2361,78.7,right,-72.59,78.28
2362,78.7333,right,-74.05,76.4
2363,78.7667,right,-75.98,75.47
2364,78.8,right,-77.31,75.41
2365,78.8333,right,-76.71,77.5
2366,78.8667,right,-74.39,77.69
2367,78.9,right,-73.95,80.14
2368,78.9333,right,-67.69,82.89
2369,78.9667,right,-67.19,83.98
2370,79.0,right,-61.83,88.48
2371,79.0333,right,-62.93,88.97
2372,79.0667,right,-63.57,91.84
2373,79.1,right,-64.61,95.57
2374,79.1333,right,-76.45,96.83
2375,79.1667,right,-75.05,103.28
2376,79.2,right,-75.2,106.64
2377,79.2333,right,-78.93,115.42
2378,79.2667,right,-79.05,122.77
2379,79.3,right,-75.98,126.78
2380,79.3333,right,-75.96,128.1
2381,79.3667,right,-74.83,131.48
2382,79.4,right,-73.29,133.05
2383,79.4333,right,-72.88,131.97
2384,79.4667,right,-72.56,129.86
2385,79.5,right,-71.61,129.4
2386,79.5333,right,-69.73,127.13
2387,79.5667,right,-71.62,128.47
2388,79.6,right,-70.99,126.52
2389,79.6333,right,-71.74,126.83
2390,79.6667,right,-72.16,127.09
2391,79.7,right,-72.23,127.5
2392,79.7333,right,-72.43,127.82
2393,79.7667,right,-72.51,126.56
2394,79.8,right,-72.55,125.96
2395,79.8333,right,-72.96,126.6
2396,79.8667,right,-72.92,126.92
2397,79.9,right,-72.96,127.54
2398,79.9333,right,-72.49,126.73
2399,79.9667,right,-71.68,126.75
2400,80.0,right,-71.79,127.12
2401,80.0333,right,-71.64,126.86
2402,80.0667,right,-71.86,127.28
2403,80.1,right,-72.27,125.92
2404,80.1333,right,-71.83,126.82
2405,80.1667,right,-69.21,126.53
2406,80.2,right,-68.63,120.33
2407,80.2333,right,-67.1,120.26
2408,80.2667,right,-67.02,116.72
2409,80.3,right,-66.98,113.62
2410,80.3333,right,-65.07,111.46
2411,80.3667,right,-62.67,110.65
2412,80.4,right,-63.2,107.9
2413,80.4333,right,-60.01,105.62
2414,80.4667,right,-58.64,102.9
2415,80.5,right,-57.76,98.91
2416,80.5333,right,-55.93,97.85
2417,80.5667,right,-52.68,94.43
2418,80.6,right,-48.96,92.83
2419,80.6333,right,-47.6,91.99
2420,80.6667,right,-48.4,90.46
2421,80.7,right,-48.92,91.26
2422,80.7333,right,-49.56,92.72
2423,80.7667,right,-50.57,94.56
2424,80.8,right,-53.49,97.41
2425,80.8333,right,-55.19,101.44
2426,80.8667,right,-61.3,103.25
2427,80.9,right,-67.52,105.32
2428,80.9333,right,-65.14,106.34
2429,80.9667,right,-63.08,105.5
2430,81.0,right,-62.53,106.96
2431,81.0333,right,-59.92,108.38
2432,81.0667,right,-58.19,109.92
2433,81.1,right,-57.84,108.97
2434,81.1333,right,-58.45,107.67
2435,81.1667,right,-57.1,104.86
2436,81.2,right,-55.36,103.54
2437,81.2333,right,-56.28,102.09
2438,81.2667,right,-55.12,97.87
2439,81.3,right,-55.13,96.08
2440,81.3333,right,-51.37,94.27
2441,81.3667,right,-49.25,90.67
2442,81.4,right,-44.18,91.83
2443,81.4333,right,-42.09,86.43
2444,81.4667,right,-40.97,88.27
2445,81.5,right,-42.4,84.89
2446,81.5333,right,-42.51,87.01
2447,81.5667,right,-40.83,88.82
2448,81.6,right,-40.46,90.98
2449,81.6333,right,-41.57,92.45
2450,81.6667,right,-44.02,92.01
2451,81.7,right,-47.06,91.95
2452,81.7333,right,-50.16,84.63
2453,81.7667,right,-48.53,89.21
2454,81.8,right,-48.89,96.19
2455,81.8333,right,-50.59,99.5
2456,81.8667,right,-55.88,107.22
2457,81.9,right,-59.46,113.46
2458,81.9333,right,-61.23,120.62
2459,81.9667,right,-63.06,122.22
2460,82.0,right,-64.55,123.08
2461,82.0333,right,-65.38,124.78
2462,82.0667,right,-66.09,124.13
2463,82.1,right,-66.47,125.86
2464,82.1333,right,-66.84,124.49
2465,82.1667,right,-69.56,122.25
2466,82.2,right,-69.64,119.45
2467,82.2333,right,-68.77,118.4
2468,82.2667,right,-67.67,110.21
2469,82.3,right,-57.91,107.45
2470,82.3333,right,-54.8,105.12
2471,82.3667,right,-54.97,101.9
2472,82.4,right,-53.12,95.78
2473,82.4333,right,-52.7,92.63
2474,82.4667,right,-49.86,93.0
2475,82.5,right,-48.93,86.79
2476,82.5333,right,-46.81,86.74
2477,82.5667,right,-46.54,85.93
2478,82.6,right,-47.73,83.64
2479,82.6333,right,-48.25,83.8
2480,82.6667,right,-48.58,84.9
2481,82.7,right,-48.76,86.17
2482,82.7333,right,-49.59,93.19
2483,82.7667,right,-49.26,98.06
2484,82.8,right,-50.62,107.79
2485,82.8333,right,-51.57,114.76
2486,82.8667,right,-55.13,123.81
2487,82.9,right,-59.43,128.31
2488,82.9333,right,-60.92,131.19
2489,82.9667,right,-64.73,131.95
2490,83.0,right,-64.88,129.98
2491,83.0333,right,-64.72,128.62
2492,83.0667,right,-67.05,123.34
2493,83.1,right,-65.21,120.19
2494,83.1333,right,-60.39,111.25
2495,83.1667,right,-59.52,104.87
2496,83.2,right,-58.23,99.73
2497,83.2333,right,-55.15,96.28
2498,83.2667,right,-55.35,92.27
2499,83.3,right,-53.21,94.4
2500,83.3333,right,-50.72,95.8
2501,83.3667,right,-52.92,93.52
2502,83.4,right,-54.66,91.36
2503,83.4333,right,-58.11,96.97
2504,83.4667,right,-59.53,98.53
2505,83.5,right,-61.8,111.13
2506,83.5333,right,-62.72,121.16
2507,83.5667,right,-66.58,132.26
2508,83.6,right,-69.42,140.47
2509,83.6333,right,-70.91,150.71
2510,83.6667,right,-74.39,158.28
2511,83.7,right,-74.13,163.05
2512,83.7333,right,-73.7,166.36
2513,83.7667,right,-73.13,164.73
2514,83.8,right,-71.84,163.33
2515,83.8333,right,-70.74,159.67
2516,83.8667,right,-70.45,159.11
2517,83.9,right,-70.83,158.23
2518,83.9333,right,-71.03,157.66
2519,83.9667,right,-71.83,156.36
2520,84.0,right,-70.0,157.42
2521,84.0333,right,-69.93,157.45
2522,84.0667,right,-68.29,153.97
2523,84.1,right,-69.27,151.35
2524,84.1333,right,-70.11,149.93
2525,84.1667,right,-70.75,143.99
2526,84.2,right,-70.82,139.12
2527,84.2333,right,-70.5,133.45
2528,84.2667,right,-71.6,124.97
2529,84.3,right,-70.12,118.75
2530,84.3333,right,-69.43,111.94
2531,84.3667,right,-65.63,109.37
2532,84.4,right,-64.5,104.16
2533,84.4333,right,-61.34,98.01
2534,84.4667,right,-60.02,93.36
2535,84.5,right,-59.32,91.11
2536,84.5333,right,-55.66,92.35
2537,84.5667,right,-53.61,92.06
2538,84.6,right,-53.69,87.32
2539,84.6333,right,-44.58,92.78
2540,84.6667,right,-45.2,90.92
2541,84.7,right,-44.02,90.71
2542,84.7333,right,-43.84,89.51
2543,84.7667,right,-49.47,82.8
2544,84.8,right,-50.29,81.86
2545,84.8333,right,-50.02,82.27
2546,84.8667,right,-46.89,87.85
2547,84.9,right,-46.96,82.98
2548,84.9333,right,-47.04,82.23
2549,84.9667,right,-47.86,81.33
2550,85.0,right,-47.12,82.32
2551,85.0333,right,-46.82,81.16
2552,85.0667,right,-48.93,71.93
2553,85.1,right,-50.8,72.24
2554,85.1333,right,-49.17,77.5
2555,85.1667,right,-49.9,74.44
2556,85.2,right,-49.91,78.89
2557,85.2333,right,-53.33,72.88
2558,85.2667,right,-71.08,64.84
2559,85.3,right,-76.26,73.8
2560,85.3333,right,-73.77,78.92
2561,85.3667,right,-72.16,87.7
2562,85.4,right,-71.05,92.39
2563,85.4333,right,-69.58,94.17
2564,85.4667,right,-69.04,94.96
2565,85.5,right,-62.99,96.43
2566,85.5333,right,-69.58,91.81
2567,85.5667,right,-64.9,92.35
2568,85.6,right,-63.25,91.22
2569,85.6333,right,-62.29,90.56
2570,85.6667,right,-63.47,87.37
2571,85.7,right,-59.56,89.87
2572,85.7333,right,-59.37,90.38
2573,85.7667,right,-59.85,90.39
2574,85.8,right,-59.71,89.58
2575,85.8333,right,-68.57,83.11
2576,85.8667,right,-63.33,87.16
2577,85.9,right,-60.78,89.98
2578,85.9333,right,-58.23,90.93
2579,85.9667,right,-58.41,90.33
2580,86.0,right,-59.39,89.97
2581,86.0333,right,-58.12,91.23
2582,86.0667,right,-58.17,90.58
2583,86.1,right,-58.22,90.12
2584,86.1333,right,-61.29,87.92
2585,86.1667,right,-62.94,86.51
2586,86.2,right,-63.95,81.54
2587,86.2333,right,-63.56,79.69
2588,86.2667,right,-60.3,82.09
2589,86.3,right,-60.49,81.36
2590,86.3333,right,-72.83,67.94
2591,86.3667,right,-63.64,76.82
2592,86.4,right,-64.5,76.18
2593,86.4333,right,-59.56,80.39
2594,86.4667,right,-55.56,84.0
2595,86.5,right,-55.5,83.92
2596,86.5333,right,-55.95,83.42
2597,86.5667,right,-55.98,83.06
2598,86.6,right,-70.49,71.31
2599,86.6333,right,-69.4,74.92
2600,86.6667,right,-58.5,85.28
2601,86.7,right,-56.97,87.86
2602,86.7333,right,-58.01,87.47
2603,86.7667,right,-58.25,87.27
2604,86.8,right,-58.66,88.25
2605,86.8333,right,-58.95,91.09
2606,86.8667,right,-57.86,91.39
2607,86.9,right,-64.26,91.27
2608,86.9333,right,-65.68,97.65
2609,86.9667,right,-67.56,103.85
2610,87.0,right,-69.08,110.33
2611,87.0333,right,-70.29,111.73
2612,87.0667,right,-70.16,110.55
2613,87.1,right,-73.42,109.94
2614,87.1333,right,-73.13,108.49
2615,87.1667,right,-74.17,106.53
2616,87.2,right,-73.09,104.97
2617,87.2333,right,-73.28,104.41
2618,87.2667,right,-71.45,103.79
2619,87.3,right,-70.23,102.79
2620,87.3333,right,-69.39,104.34
2621,87.3667,right,-67.41,103.81
2622,87.4,right,-64.58,100.25
2623,87.4333,right,-64.85,102.71
2624,87.4667,right,-64.19,101.31
2625,87.5,right,-63.39,96.95
2626,87.5333,right,-60.48,91.99
2627,87.5667,right,-60.56,86.97
2628,87.6,right,-59.62,85.72
2629,87.6333,right,-59.08,84.15
2630,87.6667,right,-58.93,83.57
2631,87.7,right,-58.81,83.03
2632,87.7333,right,-59.15,83.41
2633,87.7667,right,-59.29,84.76
2634,87.8,right,-58.52,87.01
2635,87.8333,right,-61.61,88.31
2636,87.8667,right,-64.33,92.58
2637,87.9,right,-64.62,96.77
2638,87.9333,right,-65.53,97.5
2639,87.9667,right,-66.07,97.57
2640,88.0,right,-66.75,98.8
2641,88.0333,right,-67.85,98.22
2642,88.0667,right,-67.24,98.74
2643,88.1,right,-69.19,99.62
2644,88.1333,right,-69.34,99.16
2645,88.1667,right,-70.48,99.95
2646,88.2,right,-70.35,102.03
2647,88.2333,right,-71.52,102.83
2648,88.2667,right,-73.11,104.0
2649,88.3,right,-75.51,105.86
2650,88.3333,right,-75.39,104.62
2651,88.3667,right,-75.69,105.22
2652,88.4,right,-76.52,105.92
2653,88.4333,right,-77.18,105.15
2654,88.4667,right,-76.21,103.95
2655,88.5,right,-74.63,102.57
2656,88.5333,right,-75.63,103.14
2657,88.5667,right,-75.68,104.86
2658,88.6,right,-75.55,105.28
2659,88.6333,right,-75.66,106.39
2660,88.6667,right,-75.45,108.21
2661,88.7,right,-75.94,108.36
2662,88.7333,right,-75.17,111.1
2663,88.7667,right,-75.23,110.41
2664,88.8,right,-74.73,111.46
2665,88.8333,right,-74.68,112.95
2666,88.8667,right,-73.59,113.66
2667,88.9,right,-71.44,116.31
2668,88.9333,right,-71.48,116.95
2669,88.9667,right,-69.15,119.4
2670,89.0,right,-67.1,121.59
2671,89.0333,right,-66.45,122.39
2672,89.0667,right,-66.39,122.98
2673,89.1,right,-66.73,122.7
2674,89.1333,right,-66.16,121.97
2675,89.1667,right,-66.58,121.52
2676,89.2,right,-66.73,121.41
2677,89.2333,right,-66.74,121.59
2678,89.2667,right,-67.54,119.78
2679,89.3,right,-69.23,117.67
2680,89.3333,right,-70.28,115.47
2681,89.3667,right,-71.12,114.05
2682,89.4,right,-73.96,111.87
2683,89.4333,right,-76.02,110.07
2684,89.4667,right,-78.44,109.0
2685,89.5,right,-78.76,106.79
2686,89.5333,right,-79.57,103.39
2687,89.5667,right,-79.52,100.52
2688,89.6,right,-78.73,98.3
2689,89.6333,right,-76.94,99.36
2690,89.6667,right,-76.61,100.93
2691,89.7,right,-75.86,102.58
2692,89.7333,right,-75.08,103.65
2693,89.7667,right,-75.15,103.94
2694,89.8,right,-76.51,101.34
2695,89.8333,right,-77.59,98.86
2696,89.8667,right,-77.54,100.85
2697,89.9,right,-78.03,101.38
2698,89.9333,right,-77.45,101.23
2699,89.9667,right,-76.55,98.09
2700,90.0,right,-76.16,96.04
2701,90.0333,right,-70.53,97.13
2702,90.0667,right,-67.22,101.24
2703,90.1,right,-63.94,106.35
2704,90.1333,right,-56.55,114.07
2705,90.1667,right,-56.88,114.48
2706,90.2,right,-55.6,116.18
2707,90.2333,right,-50.37,122.21
2708,90.2667,right,-49.99,121.6
2709,90.3,right,-48.36,124.13
2710,90.3333,right,-46.02,124.16
2711,90.3667,right,-45.38,125.04
2712,90.4,right,-44.25,126.77
2713,90.4333,right,-43.5,130.39
2714,90.4667,right,-41.79,135.73
2715,90.5,right,-41.5,139.81
2716,90.5333,right,-42.16,140.43
2717,90.5667,right,-42.0,141.05
2718,90.6,right,-43.8,139.54
2719,90.6333,right,-45.94,138.31
2720,90.6667,right,-48.31,137.2
2721,90.7,right,-51.74,136.05
2722,90.7333,right,-61.29,130.59
2723,90.7667,right,-63.55,131.78
2724,90.8,right,-67.66,128.02
2725,90.8333,right,-70.03,127.3
2726,90.8667,right,-74.11,123.14
2727,90.9,right,-74.82,122.71
2728,90.9333,right,-76.75,116.88
2729,90.9667,right,-76.04,115.82
2730,91.0,right,-76.35,114.8
2731,91.0333,right,-75.96,116.46
2732,91.0667,right,-75.82,114.93
2733,91.1,right,-75.46,116.08
2734,91.1333,right,-75.44,116.67
2735,91.1667,right,-75.17,117.37
2736,91.2,right,-74.59,117.25
2737,91.2333,right,-72.95,116.99
2738,91.2667,right,-71.54,118.97
2739,91.3,right,-68.32,120.65
2740,91.3333,right,-68.52,120.34
2741,91.3667,right,-68.31,120.21
2742,91.4,right,-66.47,122.81
2743,91.4333,right,-65.99,121.39
2744,91.4667,right,-66.69,120.35
2745,91.5,right,-69.28,118.31
2746,91.5333,right,-70.39,118.46
2747,91.5667,right,-71.31,117.93
2748,91.6,right,-71.76,117.81
2749,91.6333,right,-72.02,117.51
2750,91.6667,right,-72.31,117.43
2751,91.7,right,-72.39,117.38
2752,91.7333,right,-73.2,116.57
2753,91.7667,right,-71.56,118.48
2754,91.8,right,-71.64,118.35
2755,91.8333,right,-70.71,119.39
2756,91.8667,right,-70.68,118.89
2757,91.9,right,-68.95,121.64
2758,91.9333,right,-69.24,121.18
2759,91.9667,right,-70.01,120.67
2760,92.0,right,-69.92,121.3
2761,92.0333,right,-70.32,120.74
2762,92.0667,right,-70.67,120.61
2763,92.1,right,-70.43,121.33
2764,92.1333,right,-70.58,120.34
2765,92.1667,right,-70.77,120.35
2766,92.2,right,-70.28,121.1
2767,92.2333,right,-70.11,120.95
2768,92.2667,right,-70.25,120.62
2769,92.3,right,-69.91,118.42
2770,92.3333,right,-69.33,118.75
2771,92.3667,right,-68.4,119.97
2772,92.4,right,-68.21,117.9
2773,92.4333,right,-67.66,116.28
2774,92.4667,right,-65.3,117.43
2775,92.5,right,-64.8,116.14
2776,92.5333,right,-61.6,116.61
2777,92.5667,right,-58.59,116.42
2778,92.6,right,-56.74,116.16
2779,92.6333,right,-52.76,118.09
2780,92.6667,right,-51.4,121.95
2781,92.7,right,-49.13,123.87
2782,92.7333,right,-46.53,125.82
2783,92.7667,right,-44.22,128.73
2784,92.8,right,-39.84,131.53
2785,92.8333,right,-35.46,137.0
2786,92.8667,right,-33.69,139.39
2787,92.9,right,-32.45,141.41
2788,92.9333,right,-31.63,142.4
2789,92.9667,right,-30.63,145.35
2790,93.0,right,-26.72,151.34
2791,93.0333,right,-25.82,153.64
2792,93.0667,right,-23.78,157.64
2793,93.1,right,-23.56,160.18
2794,93.1333,right,-21.24,162.45
2795,93.1667,right,-19.22,164.47
2796,93.2,right,-18.63,163.32
2797,93.2333,right,-17.42,162.56
2798,93.2667,right,-18.9,161.88
2799,93.3,right,-18.41,165.2
2800,93.3333,right,-16.95,164.1
2801,93.3667,right,-17.39,162.85
2802,93.4,right,-16.51,162.41
2803,93.4333,right,-15.62,159.74
2804,93.4667,right,-15.76,158.94
2805,93.5,right,-15.43,160.24
2806,93.5333,right,-13.27,162.3
2807,93.5667,right,-14.35,154.98
2808,93.6,right,-15.02,156.59
2809,93.6333,right,-15.86,157.94
2810,93.6667,right,-15.51,160.03
2811,93.7,right,-16.64,154.42
2812,93.7333,right,-19.58,147.43
2813,93.7667,right,-26.25,138.08
2814,93.8,right,-29.05,133.62
2815,93.8333,right,-32.67,119.52
2816,93.8667,right,-35.92,107.77
2817,93.9,right,-34.84,105.34
2818,93.9333,right,-34.17,92.81
2819,93.9667,right,-33.34,84.96
2820,94.0,right,-30.52,80.2
2821,94.0333,right,-32.08,73.25
2822,94.0667,right,-33.44,73.12
2823,94.1,right,-33.15,75.27
2824,94.1333,right,-32.64,76.93
2825,94.1667,right,-36.82,78.17
2826,94.2,right,-35.89,81.75
2827,94.2333,right,-37.25,84.49
2828,94.2667,right,-36.74,83.93
2829,94.3,right,-39.24,86.65
2830,94.3333,right,-38.17,85.6
2831,94.3667,right,-38.48,86.81
2832,94.4,right,-38.42,87.94
2833,94.4333,right,-39.94,90.69
2834,94.4667,right,-40.93,94.46
2835,94.5,right,-39.63,96.18
2836,94.5333,right,-40.39,99.99
2837,94.5667,right,-40.19,98.82
2838,94.6,right,-40.29,98.84
2839,94.6333,right,-41.46,101.67
2840,94.6667,right,-41.89,102.41
2841,94.7,right,-43.96,104.23
2842,94.7333,right,-44.21,101.64
2843,94.7667,right,-46.18,102.91
2844,94.8,right,-49.32,105.09
2845,94.8333,right,-49.43,105.08
2846,94.8667,right,-49.08,103.35
2847,94.9,right,-50.15,104.7
2848,94.9333,right,-53.71,101.03
2849,94.9667,right,-55.14,99.14
2850,95.0,right,-57.09,95.76
2851,95.0333,right,-58.2,92.53
2852,95.0667,right,-60.31,89.87
2853,95.1,right,-60.8,89.71
2854,95.1333,right,-64.08,87.91
2855,95.1667,right,-67.5,86.23
2856,95.2,right,-69.28,88.63
2857,95.2333,right,-71.28,89.24
2858,95.2667,right,-70.47,92.19
2859,95.3,right,-70.3,92.69
2860,95.3333,right,-71.61,92.85
2861,95.3667,right,-69.33,95.08
2862,95.4,right,-66.83,97.5
2863,95.4333,right,-66.33,100.79
2864,95.4667,right,-65.29,103.43
2865,95.5,right,-64.3,106.38
2866,95.5333,right,-62.67,109.67
2867,95.5667,right,-59.2,113.81
2868,95.6,right,-52.49,120.63
2869,95.6333,right,-51.02,122.1
2870,95.6667,right,-48.97,126.65
2871,95.7,right,-44.51,130.69
2872,95.7333,right,-39.38,138.43
2873,95.7667,right,-35.89,140.6
2874,95.8,right,-36.85,140.69
2875,95.8333,right,-34.29,144.44
2876,95.8667,right,-35.04,145.34
2877,95.9,right,-33.81,148.02
2878,95.9333,right,-35.31,146.61
2879,95.9667,right,-33.06,148.74
2880,96.0,right,-32.66,149.51
2881,96.0333,right,-33.68,150.49
2882,96.0667,right,-31.53,152.34
2883,96.1,right,-32.11,154.1
2884,96.1333,right,-33.3,153.55
2885,96.1667,right,-33.94,152.67
2886,96.2,right,-34.71,151.56
2887,96.2333,right,-36.72,153.6
2888,96.2667,right,-36.08,155.69
2889,96.3,right,-36.7,156.44
2890,96.3333,right,-37.38,156.34
2891,96.3667,right,-38.31,154.82
2892,96.4,right,-39.97,154.34
2893,96.4333,right,-40.97,153.66
2894,96.4667,right,-40.75,153.37
2895,96.5,right,-40.31,153.52
2896,96.5333,right,-39.1,153.13
2897,96.5667,right,-38.94,156.76
2898,96.6,right,-37.86,155.6
2899,96.6333,right,-35.73,156.29
2900,96.6667,right,-35.62,156.53
2901,96.7,right,-33.07,157.53
2902,96.7333,right,-33.01,156.37
2903,96.7667,right,-32.8,156.86
2904,96.8,right,-32.01,155.5
2905,96.8333,right,-30.61,157.55
2906,96.8667,right,-30.3,156.13
2907,96.9,right,-29.31,158.72
2908,96.9333,right,-28.88,156.94
2909,96.9667,right,-28.42,158.0
2910,97.0,right,-28.62,158.01
2911,97.0333,right,-29.31,156.98
2912,97.0667,right,-30.27,155.79
2913,97.1,right,-30.49,154.94
2914,97.1333,right,-32.29,154.38
2915,97.1667,right,-34.3,153.77
2916,97.2,right,-33.1,153.3
2917,97.2333,right,-35.36,154.48
2918,97.2667,right,-37.46,154.64
2919,97.3,right,-38.62,153.26
2920,97.3333,right,-40.39,151.49
2921,97.3667,right,-41.26,149.66
2922,97.4,right,-41.42,150.13
2923,97.4333,right,-42.18,148.75
2924,97.4667,right,-41.86,149.87
2925,97.5,right,-41.09,150.74
2926,97.5333,right,-40.57,150.46
2927,97.5667,right,-39.72,151.25
2928,97.6,right,-39.37,151.1
2929,97.6333,right,-39.27,150.95
2930,97.6667,right,-39.51,150.92
2931,97.7,right,-39.4,150.9
2932,97.7333,right,-39.22,151.83
2933,97.7667,right,-37.68,153.79
2934,97.8,right,-38.03,152.22
2935,97.8333,right,-37.58,152.54
2936,97.8667,right,-37.42,153.14
2937,97.9,right,-37.23,153.17
2938,97.9333,right,-37.56,152.58
2939,97.9667,right,-37.27,152.62
2940,98.0,right,-37.63,152.27
2941,98.0333,right,-38.73,150.7
2942,98.0667,right,-39.33,152.07
2943,98.1,right,-39.57,152.65
2944,98.1333,right,-40.91,149.66
2945,98.1667,right,-41.09,150.14
2946,98.2,right,-41.17,150.4
2947,98.2333,right,-41.97,147.41
2948,98.2667,right,-43.47,142.61
2949,98.3,right,-43.04,140.24
2950,98.3333,right,-49.06,137.77
2951,98.3667,right,-46.69,137.66
2952,98.4,right,-45.94,136.03
2953,98.4333,right,-48.06,136.47
2954,98.4667,right,-47.32,136.16
2955,98.5,right,-49.77,134.28
2956,98.5333,right,-49.63,135.47
2957,98.5667,right,-50.56,135.02
2958,98.6,right,-49.14,137.92
2959,98.6333,right,-48.75,138.7
2960,98.6667,right,-48.25,139.95
2961,98.7,right,-49.88,139.6
2962,98.7333,right,-54.54,134.49
2963,98.7667,right,-58.58,130.18
2964,98.8,right,-61.96,126.68
2965,98.8333,right,-63.16,123.91
2966,98.8667,right,-68.77,116.89
2967,98.9,right,-71.93,114.5
2968,98.9333,right,-73.48,110.75
2969,98.9667,right,-73.84,113.9
2970,99.0,right,-73.34,111.05
2971,99.0333,right,-73.22,110.55
2972,99.0667,right,-71.41,110.59
2973,99.1,right,-71.72,109.65
2974,99.1333,right,-70.86,108.2
2975,99.1667,right,-68.42,109.01
2976,99.2,right,-69.37,108.32
2977,99.2333,right,-68.67,106.64
2978,99.2667,right,-71.06,105.25
2979,99.3,right,-70.59,101.93
2980,99.3333,right,-69.64,98.44
2981,99.3667,right,-66.81,92.5
2982,99.4,right,-62.85,91.3
2983,99.4333,right,-56.36,92.39
2984,99.4667,right,-57.42,90.8
2985,99.5,right,-57.94,87.62
2986,99.5333,right,-57.51,85.13
2987,99.5667,right,-57.44,84.94
2988,99.6,right,-56.47,85.04
2989,99.6333,right,-56.91,81.86
2990,99.6667,right,-56.99,79.65
2991,99.7,right,-56.95,78.06
2992,99.7333,right,-57.5,76.88
2993,99.7667,right,-57.61,76.48
2994,99.8,right,-57.1,77.01
2995,99.8333,right,-56.02,78.22
2996,99.8667,right,-55.97,80.58
2997,99.9,right,-57.58,87.72
2998,99.9333,right,-59.29,92.36
2999,99.9667,right,-60.48,94.8
3000,100.0,right,-65.42,91.2
3001,100.0333,right,-64.8,96.91
3002,100.0667,right,-66.43,98.81
3003,100.1,right,-66.73,103.83
3004,100.1333,right,-70.74,100.7
3005,100.1667,right,-70.63,104.33
3006,100.2,right,-71.75,104.55
3007,100.2333,right,-71.94,105.87
3008,100.2667,right,-74.77,107.81
3009,100.3,right,-74.19,110.4
3010,100.3333,right,-74.6,110.91
3011,100.3667,right,-75.15,112.49
3012,100.4,right,-73.52,111.58
3013,100.4333,right,-72.75,111.55
3014,100.4667,right,-72.71,112.63
3015,100.5,right,-73.98,111.37
3016,100.5333,right,-74.08,111.0
3017,100.5667,right,-73.66,110.22
3018,100.6,right,-73.43,110.16
3019,100.6333,right,-72.12,109.79
3020,100.6667,right,-72.93,109.21
3021,100.7,right,-72.61,108.7
3022,100.7333,right,-72.98,108.75
3023,100.7667,right,-72.22,109.91
3024,100.8,right,-72.27,107.73
3025,100.8333,right,-72.22,108.21
3026,100.8667,right,-69.76,110.12
3027,100.9,right,-69.64,110.6
3028,100.9333,right,-69.67,110.16
3029,100.9667,right,-70.07,110.05
3030,101.0,right,-70.27,107.68
3031,101.0333,right,-73.72,104.62
3032,101.0667,right,-74.55,100.52
3033,101.1,right,-75.34,95.73
3034,101.1333,right,-76.67,92.65
3035,101.1667,right,-76.34,92.73
3036,101.2,right,-74.81,97.52
3037,101.2333,right,-69.48,105.56
3038,101.2667,right,-68.12,110.4
3039,101.3,right,-66.6,112.65
3040,101.3333,right,-63.6,117.93
3041,101.3667,right,-61.26,126.12
3042,101.4,right,-62.83,125.41
3043,101.4333,right,-62.99,126.59
3044,101.4667,right,-64.54,123.13
