frame,time_s,side,shoulder_elev,elbow_flex
790,26.3333,right,-68.31,104.21
791,26.3667,right,-67.02,105.1
792,26.4,right,-65.88,105.0
793,26.4333,right,-67.99,108.16
794,26.4667,right,-69.39,108.77
795,26.5,right,-69.17,109.67
796,26.5333,right,-68.87,111.47
797,26.5667,right,-65.44,118.23
798,26.6,right,-58.92,123.59
799,26.6333,right,-50.1,128.5
800,26.6667,right,-45.51,136.09
801,26.7,right,-44.98,139.81
802,26.7333,right,-41.89,139.0
803,26.7667,right,-41.35,136.13
804,26.8,right,-40.84,137.22
805,26.8333,right,-39.19,139.95
806,26.8667,right,-39.22,140.69
807,26.9,right,-38.9,139.35
808,26.9333,right,-39.09,139.95
809,26.9667,right,-40.15,138.09
810,27.0,right,-38.81,138.87
811,27.0333,right,-38.97,137.64
812,27.0667,right,-42.96,139.19
813,27.1,right,-41.21,141.07
814,27.1333,right,-41.64,139.84
815,27.1667,right,-41.28,139.92
816,27.2,right,-39.96,139.31
817,27.2333,right,-40.73,138.83
818,27.2667,right,-40.38,139.17
819,27.3,right,-44.02,137.99
820,27.3333,right,-42.07,140.13
821,27.3667,right,-44.22,139.9
822,27.4,right,-43.92,140.77
823,27.4333,right,-43.64,140.17
824,27.4667,right,-43.77,138.93
825,27.5,right,-43.95,139.0
826,27.5333,right,-41.47,139.01
827,27.5667,right,-46.48,139.29
828,27.6,right,-46.46,141.39
829,27.6333,right,-44.52,140.48
830,27.6667,right,-44.36,141.95
831,27.7,right,-45.74,140.45
832,27.7333,right,-45.12,140.98
833,27.7667,right,-45.85,139.34
834,27.8,right,-43.57,138.92
835,27.8333,right,-43.57,137.91
836,27.8667,right,-44.84,137.31
837,27.9,right,-45.47,134.15
838,27.9333,right,-44.65,132.26
839,27.9667,right,-47.21,130.26
840,28.0,right,-45.68,128.36
841,28.0333,right,-50.28,126.51
842,28.0667,right,-53.47,122.45
843,28.1,right,-54.48,120.34
844,28.1333,right,-55.08,119.36
845,28.1667,right,-54.7,116.09
846,28.2,right,-54.84,113.9
847,28.2333,right,-53.94,109.76
848,28.2667,right,-49.59,108.32
849,28.3,right,-50.8,102.88
850,28.3333,right,-48.71,100.2
851,28.3667,right,-47.96,98.91
852,28.4,right,-49.18,95.61
853,28.4333,right,-49.02,93.9
854,28.4667,right,-49.4,93.52
855,28.5,right,-49.22,91.73
856,28.5333,right,-49.88,89.22
857,28.5667,right,-51.19,88.54
858,28.6,right,-51.93,86.89
859,28.6333,right,-51.74,87.02
860,28.6667,right,-54.03,85.14
861,28.7,right,-53.88,86.04
862,28.7333,right,-54.05,86.58
863,28.7667,right,-54.05,87.38
864,28.8,right,-54.86,89.25
865,28.8333,right,-55.15,90.1
866,28.8667,right,-54.5,91.09
867,28.9,right,-54.88,92.08
868,28.9333,right,-54.62,92.05
869,28.9667,right,-55.28,91.56
870,29.0,right,-58.9,89.5
871,29.0333,right,-58.41,89.37
872,29.0667,right,-58.33,89.5
873,29.1,right,-57.69,89.52
874,29.1333,right,-57.23,90.1
875,29.1667,right,-56.11,90.12
876,29.2,right,-56.41,89.86
877,29.2333,right,-56.28,88.96
878,29.2667,right,-56.93,89.0
879,29.3,right,-56.26,87.5
880,29.3333,right,-56.28,87.54
881,29.3667,right,-55.58,88.03
882,29.4,right,-56.75,86.34
883,29.4333,right,-56.42,85.67
884,29.4667,right,-56.26,86.07
885,29.5,right,-55.44,87.39
886,29.5333,right,-56.08,87.04
887,29.5667,right,-54.74,88.63
888,29.6,right,-55.29,86.89
889,29.6333,right,-55.23,86.22
890,29.6667,right,-55.27,86.25
891,29.7,right,-55.15,86.38
892,29.7333,right,-54.34,87.54
893,29.7667,right,-55.57,87.18
894,29.8,right,-55.6,87.46
895,29.8333,right,-55.94,86.99
896,29.8667,right,-55.87,87.9
897,29.9,right,-55.95,89.08
898,29.9333,right,-55.87,89.64
899,29.9667,right,-57.4,89.7
900,30.0,right,-57.55,89.24
901,30.0333,right,-57.95,89.75
902,30.0667,right,-57.93,90.34
903,30.1,right,-57.96,91.26
904,30.1333,right,-57.8,91.15
905,30.1667,right,-56.82,93.0
906,30.2,right,-57.02,92.38
907,30.2333,right,-57.47,91.75
908,30.2667,right,-56.57,92.39
909,30.3,right,-56.71,92.37
910,30.3333,right,-56.79,92.19
911,30.3667,right,-56.67,92.91
912,30.4,right,-56.76,93.34
913,30.4333,right,-56.71,92.95
914,30.4667,right,-56.89,92.67
915,30.5,right,-56.63,92.63
916,30.5333,right,-56.87,92.47
917,30.5667,right,-57.7,91.18
918,30.6,right,-58.45,90.61
919,30.6333,right,-58.53,89.57
920,30.6667,right,-58.88,88.81
921,30.7,right,-58.57,89.23
922,30.7333,right,-59.69,87.64
923,30.7667,right,-59.62,88.33
924,30.8,right,-59.92,89.83
925,30.8333,right,-59.93,90.9
926,30.8667,right,-60.73,91.82
927,30.9,right,-61.05,92.9
928,30.9333,right,-62.79,90.96
929,30.9667,right,-68.27,86.15
930,31.0,right,-68.0,86.81
931,31.0333,right,-66.36,90.48
932,31.0667,right,-65.79,92.9
933,31.1,right,-63.87,94.36
934,31.1333,right,-63.37,94.87
935,31.1667,right,-62.77,95.61
936,31.2,right,-62.52,96.35
937,31.2333,right,-62.33,95.46
938,31.2667,right,-63.2,94.67
939,31.3,right,-64.29,93.54
940,31.3333,right,-62.72,94.5
941,31.3667,right,-61.77,93.2
942,31.4,right,-59.36,93.11
943,31.4333,right,-57.33,89.92
944,31.4667,right,-57.58,88.02
945,31.5,right,-57.55,81.5
946,31.5333,right,-57.14,78.46
947,31.5667,right,-55.18,79.61
948,31.6,right,-54.38,80.19
949,31.6333,right,-54.29,80.82
950,31.6667,right,-54.52,81.46
951,31.7,right,-54.55,85.41
952,31.7333,right,-55.95,87.85
953,31.7667,right,-57.81,88.78
954,31.8,right,-57.6,94.38
955,31.8333,right,-59.82,91.41
956,31.8667,right,-58.44,94.68
957,31.9,right,-58.13,96.08
958,31.9333,right,-58.85,89.98
959,31.9667,right,-58.39,90.85
960,32.0,right,-58.73,91.83
961,32.0333,right,-57.81,92.81
962,32.0667,right,-56.26,93.77
963,32.1,right,-57.8,91.76
964,32.1333,right,-63.64,92.8
965,32.1667,right,-65.91,95.97
966,32.2,right,-66.42,100.83
967,32.2333,right,-69.77,100.26
968,32.2667,right,-71.57,104.17
969,32.3,right,-70.77,105.7
970,32.3333,right,-70.47,106.21
971,32.3667,right,-69.88,105.09
972,32.4,right,-69.45,107.52
973,32.4333,right,-68.1,107.27
974,32.4667,right,-66.45,108.3
975,32.5,right,-65.33,109.26
976,32.5333,right,-63.64,106.63
977,32.5667,right,-65.68,104.29
978,32.6,right,-65.52,103.32
979,32.6333,right,-65.81,102.11
980,32.6667,right,-66.65,101.28
981,32.7,right,-67.17,102.06
982,32.7333,right,-68.65,106.52
983,32.7667,right,-68.91,107.57
984,32.8,right,-69.84,112.24
985,32.8333,right,-70.78,115.17
986,32.8667,right,-71.54,118.76
987,32.9,right,-72.53,121.36
988,32.9333,right,-72.17,123.78
989,32.9667,right,-71.9,124.54
990,33.0,right,-70.65,122.77
991,33.0333,right,-69.82,121.84
992,33.0667,right,-67.43,121.33
993,33.1,right,-65.32,119.82
994,33.1333,right,-65.0,118.09
995,33.1667,right,-62.75,111.52
996,33.2,right,-62.16,106.44
997,33.2333,right,-64.33,103.69
998,33.2667,right,-67.25,104.62
999,33.3,right,-68.33,103.18
1000,33.3333,right,-68.57,100.19
1001,33.3667,right,-72.25,103.0
1002,33.4,right,-73.34,106.71
1003,33.4333,right,-73.62,108.94
1004,33.4667,right,-72.22,112.64
1005,33.5,right,-71.58,115.85
1006,33.5333,right,-71.09,119.67
1007,33.5667,right,-71.39,124.05
1008,33.6,right,-71.31,132.29
1009,33.6333,right,-71.91,132.82
1010,33.6667,right,-73.17,133.84
1011,33.7,right,-72.71,142.45
1012,33.7333,right,-69.65,147.01
1013,33.7667,right,-68.38,150.75
1014,33.8,right,-66.67,152.43
1015,33.8333,right,-66.9,155.82
1016,33.8667,right,-65.92,156.76
1017,33.9,right,-66.4,156.99
1018,33.9333,right,-66.2,158.32
1019,33.9667,right,-66.26,159.2
1020,34.0,right,-66.31,158.86
1021,34.0333,right,-66.58,157.25
1022,34.0667,right,-68.17,151.8
1023,34.1,right,-71.11,147.33
1024,34.1333,right,-74.72,141.58
1025,34.1667,right,-74.94,134.13
1026,34.2,right,-74.53,127.73
1027,34.2333,right,-73.95,122.17
1028,34.2667,right,-73.8,115.09
1029,34.3,right,-73.81,108.59
1030,34.3333,right,-74.81,103.86
1031,34.3667,right,-74.38,99.0
1032,34.4,right,-73.6,91.97
1033,34.4333,right,-74.98,92.29
1034,34.4667,right,-76.5,92.9
1035,34.5,right,-75.84,95.92
1036,34.5333,right,-78.06,99.36
1037,34.5667,right,-78.0,101.16
1038,34.6,right,-77.5,102.27
1039,34.6333,right,-77.32,104.92
1040,34.6667,right,-77.32,106.9
1041,34.7,right,-77.42,109.09
1042,34.7333,right,-78.83,114.5
1043,34.7667,right,-80.17,118.16
1044,34.8,right,-77.02,124.84
1045,34.8333,right,-76.37,135.79
1046,34.8667,right,-74.95,141.75
1047,34.9,right,-73.76,145.26
1048,34.9333,right,-72.57,150.82
1049,34.9667,right,-71.54,154.16
1050,35.0,right,-70.51,155.55
1051,35.0333,right,-69.34,154.22
1052,35.0667,right,-69.0,152.41
1053,35.1,right,-69.72,150.66
1054,35.1333,right,-69.73,149.16
1055,35.1667,right,-68.9,146.1
1056,35.2,right,-70.89,145.98
1057,35.2333,right,-71.86,148.12
1058,35.2667,right,-73.65,145.77
1059,35.3,right,-75.39,144.4
1060,35.3333,right,-76.88,144.91
1061,35.3667,right,-78.68,143.86
1062,35.4,right,-79.66,143.85
1063,35.4333,right,-79.35,143.56
1064,35.4667,right,-80.41,142.55
1065,35.5,right,-80.81,141.85
1066,35.5333,right,-81.28,141.93
1067,35.5667,right,-80.65,141.85
1068,35.6,right,-80.46,141.41
1069,35.6333,right,-79.47,140.21
1070,35.6667,right,-78.22,142.43
1071,35.7,right,-78.11,145.63
1072,35.7333,right,-74.36,140.88
1073,35.7667,right,-73.09,143.97
1074,35.8,right,-73.04,145.87
1075,35.8333,right,-73.63,146.7
1076,35.8667,right,-73.42,148.28
1077,35.9,right,-72.92,147.42
1078,35.9333,right,-72.97,147.86
1079,35.9667,right,-72.77,147.57
1080,36.0,right,-72.82,146.87
1081,36.0333,right,-72.87,146.95
1082,36.0667,right,-73.79,146.47
1083,36.1,right,-74.39,141.4
1084,36.1333,right,-74.77,138.23
1085,36.1667,right,-73.89,133.16
1086,36.2,right,-73.37,130.26
1087,36.2333,right,-71.9,124.01
1088,36.2667,right,-69.96,118.42
1089,36.3,right,-69.86,117.26
1090,36.3333,right,-72.04,117.71
1091,36.3667,right,-74.63,121.83
1092,36.4,right,-74.95,124.32
1093,36.4333,right,-75.11,125.63
1094,36.4667,right,-75.49,125.4
1095,36.5,right,-77.79,126.15
1096,36.5333,right,-79.13,128.27
1097,36.5667,right,-79.06,130.74
1098,36.6,right,-79.73,135.72
1099,36.6333,right,-80.86,140.58
1100,36.6667,right,-80.57,145.36
1101,36.7,right,-79.91,150.98
1102,36.7333,right,-78.31,152.43
1103,36.7667,right,-78.06,157.15
1104,36.8,right,-75.67,156.51
1105,36.8333,right,-74.01,155.91
1106,36.8667,right,-71.9,154.5
1107,36.9,right,-70.66,151.47
1108,36.9333,right,-69.4,152.2
1109,36.9667,right,-67.77,147.97
1110,37.0,right,-67.71,146.46
1111,37.0333,right,-67.25,145.88
1112,37.0667,right,-68.33,147.18
1113,37.1,right,-68.65,147.2
1114,37.1333,right,-69.17,146.35
1115,37.1667,right,-70.94,143.85
1116,37.2,right,-73.15,140.16
1117,37.2333,right,-75.87,138.92
1118,37.2667,right,-74.72,137.92
1119,37.3,right,-74.17,135.62
1120,37.3333,right,-73.02,132.57
1121,37.3667,right,-71.1,125.58
1122,37.4,right,-67.09,114.81
1123,37.4333,right,-65.07,110.55
1124,37.4667,right,-63.23,108.06
1125,37.5,right,-61.81,106.39
1126,37.5333,right,-60.97,107.79
1127,37.5667,right,-57.79,110.1
1128,37.6,right,-58.69,110.56
1129,37.6333,right,-57.64,110.34
1130,37.6667,right,-58.88,110.6
1131,37.7,right,-58.84,110.6
1132,37.7333,right,-58.57,111.97
1133,37.7667,right,-59.03,111.87
1134,37.8,right,-57.12,111.52
1135,37.8333,right,-57.29,111.39
1136,37.8667,right,-56.72,109.58
1137,37.9,right,-55.78,107.53
1138,37.9333,right,-55.2,105.68
1139,37.9667,right,-54.61,104.35
1140,38.0,right,-52.33,104.3
1141,38.0333,right,-52.3,103.64
1142,38.0667,right,-52.29,103.61
1143,38.1,right,-52.18,103.17
1144,38.1333,right,-52.32,102.37
1145,38.1667,right,-52.14,101.62
1146,38.2,right,-52.27,101.93
1147,38.2333,right,-54.28,100.95
1148,38.2667,right,-56.32,103.0
1149,38.3,right,-57.26,105.47
1150,38.3333,right,-58.76,107.4
1151,38.3667,right,-61.17,112.06
1152,38.4,right,-63.42,118.6
1153,38.4333,right,-68.64,119.54
1154,38.4667,right,-72.21,122.81
1155,38.5,right,-74.62,125.63
1156,38.5333,right,-75.18,126.84
1157,38.5667,right,-75.13,127.03
1158,38.6,right,-72.33,128.85
1159,38.6333,right,-73.09,128.62
1160,38.6667,right,-73.28,128.53
1161,38.7,right,-78.46,127.56
1162,38.7333,right,-79.36,127.13
1163,38.7667,right,-79.02,127.42
1164,38.8,right,-77.6,127.88
1165,38.8333,right,-76.86,128.16
1166,38.8667,right,-76.17,130.79
1167,38.9,right,-76.24,133.34
1168,38.9333,right,-75.71,132.29
1169,38.9667,right,-75.68,131.65
1170,39.0,right,-75.94,131.29
1171,39.0333,right,-75.59,132.44
1172,39.0667,right,-74.25,132.48
1173,39.1,right,-72.82,131.84
1174,39.1333,right,-72.4,131.59
1175,39.1667,right,-72.63,131.27
1176,39.2,right,-72.81,129.63
1177,39.2333,right,-73.07,129.08
1178,39.2667,right,-74.2,128.22
1179,39.3,right,-74.37,127.72
1180,39.3333,right,-74.08,128.65
1181,39.3667,right,-74.06,128.64
1182,39.4,right,-74.53,128.6
1183,39.4333,right,-75.09,128.51
1184,39.4667,right,-75.15,128.58
1185,39.5,right,-74.93,128.62
1186,39.5333,right,-75.11,128.89
1187,39.5667,right,-74.5,129.05
1188,39.6,right,-74.54,128.09
1189,39.6333,right,-74.4,126.34
1190,39.6667,right,-73.93,131.99
1191,39.7,right,-73.75,131.52
1192,39.7333,right,-72.37,129.32
1193,39.7667,right,-71.99,128.94
1194,39.8,right,-70.24,125.73
1195,39.8333,right,-66.74,123.29
1196,39.8667,right,-60.1,118.37
1197,39.9,right,-54.98,108.25
1198,39.9333,right,-53.41,102.97
1199,39.9667,right,-53.58,98.49
1200,40.0,right,-53.13,96.56
1201,40.0333,right,-52.12,96.4
1202,40.0667,right,-51.73,94.62
1203,40.1,right,-49.2,92.05
1204,40.1333,right,-47.95,90.92
1205,40.1667,right,-47.23,92.55
1206,40.2,right,-45.74,91.95
1207,40.2333,right,-43.64,92.56
1208,40.2667,right,-42.43,91.76
1209,40.3,right,-41.12,88.13
1210,40.3333,right,-39.77,86.52
1211,40.3667,right,-39.76,85.98
1212,40.4,right,-41.75,86.94
1213,40.4333,right,-42.88,89.91
1214,40.4667,right,-43.92,92.87
1215,40.5,right,-44.97,94.27
1216,40.5333,right,-48.34,95.92
1217,40.5667,right,-52.6,97.36
1218,40.6,right,-57.21,99.37
1219,40.6333,right,-59.93,98.6
1220,40.6667,right,-61.31,101.07
1221,40.7,right,-65.36,99.33
1222,40.7333,right,-66.8,99.07
1223,40.7667,right,-69.52,100.84
1224,40.8,right,-70.69,101.68
1225,40.8333,right,-72.51,101.54
1226,40.8667,right,-73.05,100.73
1227,40.9,right,-75.63,101.01
1228,40.9333,right,-75.09,100.55
1229,40.9667,right,-75.53,100.78
1230,41.0,right,-74.54,100.6
1231,41.0333,right,-77.6,98.99
1232,41.0667,right,-77.64,96.52
1233,41.1,right,-77.78,94.53
1234,41.1333,right,-77.72,94.0
1235,41.1667,right,-76.84,92.45
1236,41.2,right,-77.63,92.14
1237,41.2333,right,-71.36,94.27
1238,41.2667,right,-71.28,94.25
1239,41.3,right,-71.92,94.32
1240,41.3333,right,-76.74,93.71
1241,41.3667,right,-76.34,95.44
1242,41.4,right,-76.11,99.21
1243,41.4333,right,-77.71,100.04
1244,41.4667,right,-76.57,100.85
1245,41.5,right,-74.66,102.88
1246,41.5333,right,-73.58,104.01
1247,41.5667,right,-72.54,106.02
1248,41.6,right,-69.73,107.15
1249,41.6333,right,-69.67,107.55
1250,41.6667,right,-69.49,108.57
1251,41.7,right,-66.58,110.43
1252,41.7333,right,-66.08,110.08
1253,41.7667,right,-65.79,109.67
1254,41.8,right,-65.72,108.11
1255,41.8333,right,-65.92,109.51
1256,41.8667,right,-67.23,111.28
1257,41.9,right,-68.75,113.24
1258,41.9333,right,-70.8,115.48
1259,41.9667,right,-69.56,114.11
1260,42.0,right,-68.58,115.74
1261,42.0333,right,-69.75,117.64
1262,42.0667,right,-67.98,116.86
1263,42.1,right,-65.09,116.55
1264,42.1333,right,-60.19,109.4
1265,42.1667,right,-58.75,105.69
1266,42.2,right,-56.93,101.62
1267,42.2333,right,-53.41,99.23
1268,42.2667,right,-53.83,91.64
1269,42.3,right,-52.25,87.03
1270,42.3333,right,-52.93,85.54
1271,42.3667,right,-51.87,84.15
1272,42.4,right,-53.95,80.79
1273,42.4333,right,-55.64,80.26
1274,42.4667,right,-57.14,82.54
1275,42.5,right,-57.42,87.64
1276,42.5333,right,-67.13,79.34
1277,42.5667,right,-68.88,84.31
1278,42.6,right,-70.74,88.9
1279,42.6333,right,-71.59,90.32
1280,42.6667,right,-75.17,95.5
1281,42.7,right,-75.72,99.49
1282,42.7333,right,-75.66,105.9
1283,42.7667,right,-76.38,110.7
1284,42.8,right,-77.12,113.65
1285,42.8333,right,-77.57,116.11
1286,42.8667,right,-77.32,117.73
1287,42.9,right,-77.33,116.68
1288,42.9333,right,-77.1,117.16
1289,42.9667,right,-76.94,118.04
1290,43.0,right,-77.0,119.67
1291,43.0333,right,-77.01,119.65
1292,43.0667,right,-77.09,119.58
1293,43.1,right,-76.56,119.25
1294,43.1333,right,-76.29,118.55
1295,43.1667,right,-76.86,118.63
1296,43.2,right,-77.04,118.31
1297,43.2333,right,-76.55,116.82
1298,43.2667,right,-76.44,115.45
1299,43.3,right,-76.3,115.22
1300,43.3333,right,-75.84,113.54
1301,43.3667,right,-75.55,113.07
1302,43.4,right,-74.48,112.26
1303,43.4333,right,-75.04,112.67
1304,43.4667,right,-74.25,110.8
1305,43.5,right,-73.71,111.17
1306,43.5333,right,-72.59,112.64
1307,43.5667,right,-67.84,111.34
1308,43.6,right,-66.51,112.28
1309,43.6333,right,-64.57,111.36
1310,43.6667,right,-57.1,108.65
1311,43.7,right,-56.87,107.99
1312,43.7333,right,-53.75,105.31
1313,43.7667,right,-53.41,103.58
1314,43.8,right,-50.58,100.13
1315,43.8333,right,-50.04,99.05
1316,43.8667,right,-50.83,96.28
1317,43.9,right,-50.94,91.81
1318,43.9333,right,-51.37,90.75
1319,43.9667,right,-52.23,89.16
1320,44.0,right,-53.28,87.48
1321,44.0333,right,-56.28,83.83
1322,44.0667,right,-57.63,88.46
1323,44.1,right,-58.05,86.55
1324,44.1333,right,-58.74,87.16
1325,44.1667,right,-59.6,86.12
1326,44.2,right,-59.08,85.6
1327,44.2333,right,-58.65,85.05
1328,44.2667,right,-58.16,84.14
1329,44.3,right,-56.24,87.5
1330,44.3333,right,-55.03,90.16
1331,44.3667,right,-54.01,88.6
1332,44.4,right,-52.65,91.12
1333,44.4333,right,-50.81,91.7
1334,44.4667,right,-51.04,92.51
1335,44.5,right,-54.36,94.49
1336,44.5333,right,-56.59,99.85
1337,44.5667,right,-59.77,102.24
1338,44.6,right,-62.74,104.67
1339,44.6333,right,-64.92,109.45
1340,44.6667,right,-66.01,113.13
1341,44.7,right,-67.2,116.0
1342,44.7333,right,-69.05,119.61
1343,44.7667,right,-71.67,127.65
1344,44.8,right,-72.31,132.02
1345,44.8333,right,-72.64,136.71
1346,44.8667,right,-72.59,142.25
1347,44.9,right,-72.75,147.07
1348,44.9333,right,-71.81,145.84
1349,44.9667,right,-70.82,146.72
1350,45.0,right,-70.88,147.52
1351,45.0333,right,-70.92,147.31
1352,45.0667,right,-71.41,148.23
1353,45.1,right,-71.94,148.8
1354,45.1333,right,-71.69,146.93
1355,45.1667,right,-72.29,145.41
1356,45.2,right,-71.22,144.37
1357,45.2333,right,-70.94,144.73
1358,45.2667,right,-68.81,146.82
1359,45.3,right,-68.53,145.62
1360,45.3333,right,-68.53,146.06
1361,45.3667,right,-68.88,143.69
1362,45.4,right,-70.42,139.8
1363,45.4333,right,-70.59,137.0
1364,45.4667,right,-70.68,134.55
1365,45.5,right,-70.39,133.62
1366,45.5333,right,-70.17,132.13
1367,45.5667,right,-70.25,132.5
1368,45.6,right,-70.47,132.69
1369,45.6333,right,-70.94,132.72
1370,45.6667,right,-71.23,133.12
1371,45.7,right,-70.43,133.4
1372,45.7333,right,-70.44,132.79
1373,45.7667,right,-71.01,131.78
1374,45.8,right,-71.93,130.75
1375,45.8333,right,-73.03,130.89
1376,45.8667,right,-73.31,129.16
1377,45.9,right,-73.35,128.36
1378,45.9333,right,-73.27,127.7
1379,45.9667,right,-72.78,125.96
1380,46.0,right,-73.76,124.47
1381,46.0333,right,-74.11,122.73
1382,46.0667,right,-75.82,120.22
1383,46.1,right,-75.77,117.02
1384,46.1333,right,-75.85,114.45
1385,46.1667,right,-74.98,109.93
1386,46.2,right,-73.53,104.82
1387,46.2333,right,-74.1,103.37
1388,46.2667,right,-73.47,102.54
1389,46.3,right,-74.44,104.01
1390,46.3333,right,-74.28,105.35
1391,46.3667,right,-73.48,105.99
1392,46.4,right,-74.14,106.94
1393,46.4333,right,-74.84,109.47
1394,46.4667,right,-75.0,114.42
1395,46.5,right,-75.29,119.33
1396,46.5333,right,-75.18,127.37
1397,46.5667,right,-73.2,132.7
1398,46.6,right,-73.28,135.56
1399,46.6333,right,-72.42,143.56
1400,46.6667,right,-72.19,149.02
1401,46.7,right,-74.32,153.62
1402,46.7333,right,-73.59,155.45
1403,46.7667,right,-74.44,158.05
1404,46.8,right,-74.46,159.44
1405,46.8333,right,-75.2,159.15
1406,46.8667,right,-74.94,159.18
1407,46.9,right,-74.76,158.51
1408,46.9333,right,-75.13,156.43
1409,46.9667,right,-74.76,154.01
1410,47.0,right,-75.22,152.69
1411,47.0333,right,-76.72,151.83
1412,47.0667,right,-76.77,151.19
1413,47.1,right,-77.03,148.67
1414,47.1333,right,-76.57,147.21
1415,47.1667,right,-76.43,147.55
1416,47.2,right,-76.56,144.94
1417,47.2333,right,-77.17,146.31
1418,47.2667,right,-77.27,145.91
1419,47.3,right,-77.45,146.18
1420,47.3333,right,-77.48,146.45
1421,47.3667,right,-77.52,146.27
1422,47.4,right,-77.96,146.65
1423,47.4333,right,-77.79,146.39
1424,47.4667,right,-77.79,147.53
1425,47.5,right,-77.75,146.95
1426,47.5333,right,-78.62,148.83
1427,47.5667,right,-78.67,149.36
1428,47.6,right,-78.51,150.74
1429,47.6333,right,-79.24,151.56
1430,47.6667,right,-78.97,151.92
1431,47.7,right,-78.71,151.0
1432,47.7333,right,-78.19,151.03
1433,47.7667,right,-79.38,150.78
1434,47.8,right,-79.68,148.04
1435,47.8333,right,-79.48,146.68
1436,47.8667,right,-77.76,140.67
1437,47.9,right,-74.89,135.66
1438,47.9333,right,-73.55,132.7
1439,47.9667,right,-73.21,130.83
1440,48.0,right,-73.41,129.39
1441,48.0333,right,-73.67,126.08
1442,48.0667,right,-73.62,122.19
1443,48.1,right,-74.26,117.75
1444,48.1333,right,-74.3,119.11
1445,48.1667,right,-74.67,117.82
1446,48.2,right,-73.35,119.37
1447,48.2333,right,-73.14,119.4
1448,48.2667,right,-72.5,123.46
1449,48.3,right,-73.43,124.3
1450,48.3333,right,-72.68,121.81
1451,48.3667,right,-72.4,123.07
1452,48.4,right,-68.21,124.55
1453,48.4333,right,-67.52,123.97
1454,48.4667,right,-65.9,124.93
1455,48.5,right,-65.14,125.64
1456,48.5333,right,-65.95,129.03
1457,48.5667,right,-67.62,130.48
1458,48.6,right,-68.29,134.62
1459,48.6333,right,-69.15,136.24
1460,48.6667,right,-69.18,140.02
1461,48.7,right,-70.33,142.9
1462,48.7333,right,-71.25,144.17
1463,48.7667,right,-71.29,146.21
1464,48.8,right,-71.01,146.66
1465,48.8333,right,-71.93,147.03
1466,48.8667,right,-71.89,147.03
1467,48.9,right,-72.87,149.02
1468,48.9333,right,-72.57,148.35
1469,48.9667,right,-73.19,148.43
1470,49.0,right,-74.08,148.97
1471,49.0333,right,-74.69,146.16
1472,49.0667,right,-75.22,146.41
1473,49.1,right,-76.74,146.16
1474,49.1333,right,-77.57,146.42
1475,49.1667,right,-77.59,145.33
1476,49.2,right,-78.42,146.14
1477,49.2333,right,-78.21,146.12
1478,49.2667,right,-78.51,146.26
1479,49.3,right,-79.57,145.94
1480,49.3333,right,-79.4,146.48
1481,49.3667,right,-78.52,145.31
1482,49.4,right,-75.96,143.28
1483,49.4333,right,-74.94,144.01
1484,49.4667,right,-74.6,146.08
1485,49.5,right,-73.71,146.75
1486,49.5333,right,-72.84,146.55
1487,49.5667,right,-73.0,148.18
1488,49.6,right,-72.76,147.55
1489,49.6333,right,-72.71,148.51
1490,49.6667,right,-73.07,148.05
1491,49.7,right,-73.13,147.43
1492,49.7333,right,-72.88,147.14
1493,49.7667,right,-72.98,146.91
1494,49.8,right,-73.14,146.31
1495,49.8333,right,-73.58,146.69
1496,49.8667,right,-73.75,146.56
1497,49.9,right,-73.48,145.06
1498,49.9333,right,-73.97,143.92
1499,49.9667,right,-73.21,143.82
1500,50.0,right,-73.78,143.13
1501,50.0333,right,-74.09,142.76
1502,50.0667,right,-73.35,142.4
1503,50.1,right,-73.14,141.44
1504,50.1333,right,-74.84,142.43
1505,50.1667,right,-74.8,142.42
1506,50.2,right,-74.82,142.57
1507,50.2333,right,-74.85,143.14
1508,50.2667,right,-76.93,146.91
1509,50.3,right,-76.91,146.89
1510,50.3333,right,-76.27,146.84
1511,50.3667,right,-75.91,146.56
1512,50.4,right,-75.54,145.54
1513,50.4333,right,-75.18,145.01
1514,50.4667,right,-75.97,145.58
1515,50.5,right,-75.97,145.51
1516,50.5333,right,-74.6,145.1
1517,50.5667,right,-74.85,144.96
1518,50.6,right,-76.05,146.58
1519,50.6333,right,-78.15,146.67
1520,50.6667,right,-76.64,145.72
1521,50.7,right,-76.65,146.17
1522,50.7333,right,-75.49,145.69
1523,50.7667,right,-75.62,145.81
1524,50.8,right,-75.68,145.41
1525,50.8333,right,-75.12,144.75
1526,50.8667,right,-76.11,145.02
1527,50.9,right,-75.92,144.29
1528,50.9333,right,-75.87,144.4
1529,50.9667,right,-75.74,144.99
1530,51.0,right,-76.17,145.04
1531,51.0333,right,-76.8,145.43
1532,51.0667,right,-77.0,145.5
1533,51.1,right,-76.93,146.17
1534,51.1333,right,-76.63,146.63
1535,51.1667,right,-76.66,145.67
1536,51.2,right,-76.34,145.24
1537,51.2333,right,-76.45,143.41
1538,51.2667,right,-76.63,142.77
1539,51.3,right,-76.62,139.33
1540,51.3333,right,-76.68,136.98
1541,51.3667,right,-75.03,137.25
1542,51.4,right,-74.25,133.21
1543,51.4333,right,-72.55,130.28
1544,51.4667,right,-71.51,125.74
1545,51.5,right,-70.7,124.87
1546,51.5333,right,-70.68,121.98
1547,51.5667,right,-71.0,121.65
1548,51.6,right,-73.09,120.03
